0.325378, 0.126754, 0.0845039, -2.5578
0.320901, 0.128744, 0.0844975, -3.12071
0.319727, 0.12868, 0.0832804, -2.89948
0.319682, 0.128664, 0.0836862, -2.80212
0.320586, 0.128537, 0.0836822, -3.47601
0.319662, 0.128813, 0.0836926, -2.30733
0.318804, 0.128671, 0.0874296, -2.72552
0.281441, 0.016439, 0.070154, 50.0122
0.282172, 0.0154506, 0.0706423, 48.4648
0.278969, 0.0147688, 0.0698078, 49.7711
0.280742, 0.0163932, 0.0697952, 49.473
0.282767, 0.0177598, 0.0702683, 49.0854
0.285034, 0.0173949, 0.0702283, 48.8069
0.28234, 0.0144794, 0.0710627, 47.0755
0.380649, -0.121657, 0.140949, 23.4378
0.275092, -0.042579, 0.0644748, -45.3914
0.28566, -0.0896109, 0.0663358, -42.7238
0.295558, -0.0831342, 0.0669327, -32.5869
0.285723, -0.0898746, 0.0671752, -42.4919
0.282552, -0.0927692, 0.0663853, -46.4005
0.283842, -0.0888056, 0.0664647, -43.2686
0.28366, -0.0909726, 0.0669261, -45.0089
